"","id","sampleType","CPE_phtype","AmpC_phtype","ESBL_phtype","ESBL_AmpC_phtype","other_phtype","amp_tx","ceft_clavtx"
"1104","1104","importedMeat","0","0","1","0","0",NA,NA
"1105","1105","importedMeat","0","0","1","0","0",NA,NA
"1106","1106","importedMeat","0","0","1","0","0",NA,NA
"1107","1107","importedMeat","0","0","1","0","0",NA,NA
"1108","1108","importedMeat","0","0","1","0","0",NA,NA
"1109","1109","importedMeat","0","0","1","0","0",NA,NA
"1110","1110","importedMeat","0","0","1","0","0",NA,NA
"1111","1111","importedMeat","0","0","1","0","0",NA,NA
"1112","1112","importedMeat","0","0","1","0","0",NA,NA
"1113","1113","importedMeat","0","0","1","0","0",NA,NA
"1114","1114","importedMeat","0","0","1","0","0",NA,NA
"1115","1115","importedMeat","0","0","1","0","0",NA,NA
"1116","1116","importedMeat","0","0","1","0","0",NA,NA
"1117","1117","importedMeat","0","0","1","0","0",NA,NA
"1118","1118","importedMeat","0","0","1","0","0",NA,NA
"1119","1119","importedMeat","0","0","1","0","0",NA,NA
"1120","1120","importedMeat","0","0","1","0","0",NA,NA
"1121","1121","importedMeat","0","0","1","0","0",NA,NA
"1122","1122","importedMeat","0","0","1","0","0",NA,NA
"1123","1123","importedMeat","0","0","1","0","0",NA,NA
"1124","1124","importedMeat","0","0","1","0","0",NA,NA
"1125","1125","importedMeat","0","0","1","0","0",NA,NA
"1126","1126","importedMeat","0","0","1","0","0",NA,NA
"1127","1127","importedMeat","0","0","1","0","0",NA,NA
"1128","1128","importedMeat","0","0","1","0","0",NA,NA
"1129","1129","importedMeat","0","0","1","0","0",NA,NA
"1130","1130","importedMeat","0","0","1","0","0",NA,NA
"1131","1131","importedMeat","0","0","1","0","0",NA,NA
"1132","1132","importedMeat","0","0","1","0","0",NA,NA
"1133","1133","importedMeat","0","0","1","0","0",NA,NA
"1134","1134","importedMeat","0","0","1","0","0",NA,NA
"1135","1135","importedMeat","0","0","1","0","0",NA,NA
"1136","1136","importedMeat","0","0","1","0","0",NA,NA
"1137","1137","importedMeat","0","0","1","0","0",NA,NA
"1138","1138","importedMeat","0","0","1","0","0",NA,NA
"1139","1139","importedMeat","0","0","1","0","0",NA,NA
"1140","1140","importedMeat","0","0","1","0","0",NA,NA
"1141","1141","importedMeat","0","0","1","0","0",NA,NA
"1142","1142","importedMeat","0","0","1","0","0",NA,NA
"1143","1143","importedMeat","0","0","1","0","0",NA,NA
"1144","1144","importedMeat","0","0","1","0","0",NA,NA
"1145","1145","importedMeat","0","0","1","0","0",NA,NA
"1146","1146","importedMeat","0","0","1","0","0",NA,NA
"1147","1147","importedMeat","0","0","1","0","0",NA,NA
"1148","1148","importedMeat","0","0","1","0","0",NA,NA
"1149","1149","importedMeat","0","0","1","0","0",NA,NA
"1150","1150","importedMeat","0","0","1","0","0",NA,NA
"1151","1151","importedMeat","0","0","1","0","0",NA,NA
"1152","1152","importedMeat","0","0","1","0","0",NA,NA
"1153","1153","importedMeat","0","0","1","0","0",NA,NA
"1154","1154","importedMeat","0","0","1","0","0",NA,NA
"1155","1155","importedMeat","0","0","1","0","0",NA,NA
"1156","1156","importedMeat","0","0","1","0","0",NA,NA
"1157","1157","importedMeat","0","0","1","0","0",NA,NA
"1158","1158","importedMeat","0","0","1","0","0",NA,NA
"1159","1159","importedMeat","0","0","1","0","0",NA,NA
"1160","1160","importedMeat","0","0","0","0","0",NA,NA
"1161","1161","importedMeat","0","0","0","0","0",NA,NA
"1162","1162","importedMeat","0","0","0","0","0",NA,NA
"1163","1163","importedMeat","0","0","0","0","0",NA,NA
"1164","1164","importedMeat","0","0","0","0","0",NA,NA
"1165","1165","importedMeat","0","0","0","0","0",NA,NA
"1166","1166","importedMeat","0","0","0","0","0",NA,NA
"1167","1167","importedMeat","0","0","0","0","0",NA,NA
"1168","1168","importedMeat","0","0","0","0","0",NA,NA
"1169","1169","importedMeat","0","0","0","0","0",NA,NA
"1170","1170","importedMeat","0","0","0","0","0",NA,NA
"1171","1171","importedMeat","0","0","0","0","0",NA,NA
"1172","1172","importedMeat","0","0","0","0","0",NA,NA
"1173","1173","importedMeat","0","0","0","0","0",NA,NA
"1174","1174","importedMeat","0","0","0","0","0",NA,NA
"1175","1175","importedMeat","0","0","0","0","0",NA,NA
"1176","1176","importedMeat","0","0","0","0","0",NA,NA
"1177","1177","importedMeat","0","0","0","0","0",NA,NA
"1178","1178","importedMeat","0","0","0","0","0",NA,NA
"1179","1179","importedMeat","0","0","0","0","0",NA,NA
"1180","1180","importedMeat","0","0","0","0","0",NA,NA
"1181","1181","importedMeat","0","0","0","0","0",NA,NA
"1182","1182","importedMeat","0","0","0","0","0",NA,NA
"1183","1183","importedMeat","0","0","0","0","0",NA,NA
"1184","1184","importedMeat","0","0","0","0","0",NA,NA
"1185","1185","importedMeat","0","0","0","0","0",NA,NA
"1186","1186","importedMeat","0","0","0","0","0",NA,NA
"1187","1187","importedMeat","0","0","0","0","0",NA,NA
"1188","1188","importedMeat","0","0","0","0","0",NA,NA
"1189","1189","importedMeat","0","0","0","0","0",NA,NA
"1190","1190","importedMeat","0","0","0","0","0",NA,NA
"1191","1191","importedMeat","0","0","0","0","0",NA,NA
"1192","1192","importedMeat","0","0","0","0","0",NA,NA
"1193","1193","importedMeat","0","0","0","0","0",NA,NA
"1194","1194","importedMeat","0","0","0","0","0",NA,NA
"1195","1195","importedMeat","0","0","0","0","0",NA,NA
"1196","1196","importedMeat","0","0","0","0","0",NA,NA
"1197","1197","importedMeat","0","0","0","0","0",NA,NA
"1198","1198","importedMeat","0","0","0","0","0",NA,NA
"1199","1199","importedMeat","0","0","0","0","0",NA,NA
"1200","1200","importedMeat","0","0","0","0","0",NA,NA
"1201","1201","importedMeat","0","0","0","0","0",NA,NA
"1202","1202","importedMeat","0","0","0","0","0",NA,NA
"1203","1203","importedMeat","0","0","0","0","0",NA,NA
"1204","1204","importedMeat","0","0","0","0","0",NA,NA
"1205","1205","importedMeat","0","0","0","0","0",NA,NA
"1206","1206","importedMeat","0","0","0","0","0",NA,NA
"1207","1207","importedMeat","0","0","0","0","0",NA,NA
"1208","1208","importedMeat","0","0","0","0","0",NA,NA
"1209","1209","importedMeat","0","0","0","0","0",NA,NA
"1210","1210","importedMeat","0","0","0","0","0",NA,NA
"1211","1211","importedMeat","0","0","0","0","0",NA,NA
"1212","1212","importedMeat","0","0","0","0","0",NA,NA
"1213","1213","importedMeat","0","0","0","0","0",NA,NA
"1214","1214","importedMeat","0","0","0","0","0",NA,NA
"1215","1215","importedMeat","0","0","0","0","0",NA,NA
"1216","1216","importedMeat","0","0","0","0","0",NA,NA
"1217","1217","importedMeat","0","0","0","0","0",NA,NA
"1218","1218","importedMeat","0","0","0","0","0",NA,NA
"1219","1219","importedMeat","0","0","0","0","0",NA,NA
"1220","1220","importedMeat","0","0","0","0","0",NA,NA
"1221","1221","importedMeat","0","0","0","0","0",NA,NA
"1222","1222","importedMeat","0","0","0","0","0",NA,NA
"1223","1223","importedMeat","0","0","0","0","0",NA,NA
"1224","1224","importedMeat","0","0","0","0","0",NA,NA
"1225","1225","importedMeat","0","0","0","0","0",NA,NA
"1226","1226","importedMeat","0","0","0","0","0",NA,NA
"1227","1227","importedMeat","0","0","0","0","0",NA,NA
"1228","1228","importedMeat","0","0","0","0","0",NA,NA
"1229","1229","importedMeat","0","0","0","0","0",NA,NA
"1230","1230","importedMeat","0","0","0","0","0",NA,NA
"1231","1231","importedMeat","0","0","0","0","0",NA,NA
"1232","1232","importedMeat","0","0","0","0","0",NA,NA
"1233","1233","importedMeat","0","0","0","0","0",NA,NA
"1234","1234","importedMeat","0","0","0","0","0",NA,NA
"1235","1235","importedMeat","0","0","0","0","0",NA,NA
"1236","1236","importedMeat","0","0","0","0","0",NA,NA
"1237","1237","importedMeat","0","0","0","0","0",NA,NA
"1238","1238","importedMeat","0","0","0","0","0",NA,NA
"1239","1239","importedMeat","0","0","0","0","0",NA,NA
"1240","1240","importedMeat","0","0","0","0","0",NA,NA
"1241","1241","importedMeat","0","0","0","0","0",NA,NA
"1242","1242","importedMeat","0","0","0","0","0",NA,NA
"1243","1243","importedMeat","0","0","0","0","0",NA,NA
"1244","1244","importedMeat","0","0","0","0","0",NA,NA
"1245","1245","importedMeat","0","0","0","0","0",NA,NA
"1246","1246","importedMeat","0","0","0","0","0",NA,NA
"1247","1247","importedMeat","0","0","0","0","0",NA,NA
"1248","1248","importedMeat","0","0","0","0","0",NA,NA
"1249","1249","importedMeat","0","0","0","0","0",NA,NA
"1250","1250","importedMeat","0","0","0","0","0",NA,NA
"1251","1251","importedMeat","0","0","0","0","0",NA,NA
"1252","1252","importedMeat","0","0","0","0","0",NA,NA
"1253","1253","importedMeat","0","0","0","0","0",NA,NA
"1254","1254","importedMeat","0","0","0","0","0",NA,NA
"1255","1255","importedMeat","0","0","0","0","0",NA,NA
"1256","1256","importedMeat","0","0","0","0","0",NA,NA
"1257","1257","importedMeat","0","0","0","0","0",NA,NA
"1258","1258","importedMeat","0","0","0","0","0",NA,NA
"1259","1259","importedMeat","0","0","0","0","0",NA,NA
"1260","1260","importedMeat","0","0","0","0","0",NA,NA
"1261","1261","importedMeat","0","0","0","0","0",NA,NA
